,datetime,open,close,high,low,volume,openinterest
0,20201224  04:00,642.5,642.0,644.2,642.0,9,
1,20201224  04:05,643.0,643.0,643.0,643.0,8,
2,20201224  04:10,643.0,643.0,643.0,643.0,0,
3,20201224  04:15,643.0,643.0,643.0,643.0,0,
4,20201224  04:20,643.0,643.0,643.0,643.0,0,
5,20201224  04:25,643.0,643.0,643.0,643.0,0,
6,20201224  04:30,644.5,644.88,644.88,644.5,3,
7,20201224  04:35,645.01,645.01,645.01,645.01,5,
8,20201224  04:40,645.01,645.01,645.01,645.01,0,
9,20201224  04:45,645.01,645.01,645.01,645.01,0,
10,20201224  04:50,645.01,645.01,645.01,645.01,0,
11,20201224  04:55,645.01,645.01,645.01,645.01,0,
12,20201224  05:00,645.0,645.33,645.33,645.0,2,
13,20201224  05:05,645.33,645.33,645.33,645.33,0,
14,20201224  05:10,645.33,645.33,645.33,645.33,0,
15,20201224  05:15,645.33,645.33,645.33,645.33,0,
16,20201224  05:20,645.33,645.33,645.33,645.33,0,
17,20201224  05:25,645.33,645.33,645.33,645.33,0,
18,20201224  05:30,645.33,645.33,645.33,645.33,0,
19,20201224  05:35,645.33,645.33,645.33,645.33,0,
20,20201224  05:40,645.33,645.33,645.33,645.33,0,
21,20201224  05:45,645.45,645.45,645.45,645.45,1,
22,20201224  05:50,645.6,645.6,645.6,645.6,2,
23,20201224  05:55,645.6,644.96,645.6,644.96,8,
24,20201224  06:00,644.6,644.55,644.6,644.53,5,
25,20201224  06:05,644.55,644.55,644.55,644.55,0,
26,20201224  06:10,644.55,644.55,644.55,644.55,0,
27,20201224  06:15,644.55,644.55,644.55,644.55,0,
28,20201224  06:20,644.55,644.55,644.55,644.55,0,
29,20201224  06:25,644.55,644.55,644.55,644.55,0,
30,20201224  06:30,644.55,644.55,644.55,644.55,0,
31,20201224  06:35,644.11,644.0,644.11,644.0,3,
32,20201224  06:40,644.0,644.0,644.0,644.0,0,
33,20201224  06:45,644.0,644.0,644.0,644.0,0,
34,20201224  06:50,645.0,646.0,646.2,645.0,14,
35,20201224  06:55,646.0,646.0,646.0,646.0,0,
36,20201224  07:00,644.87,644.44,645.09,644.11,13,
37,20201224  07:05,644.45,644.72,644.72,644.44,4,
38,20201224  07:10,644.78,644.78,644.78,644.78,1,
39,20201224  07:15,644.5,643.75,644.5,643.5,28,
40,20201224  07:20,643.58,644.5,644.5,643.5,29,
41,20201224  07:25,644.5,644.01,644.5,644.01,6,
42,20201224  07:30,644.5,644.54,644.9,644.5,9,
43,20201224  07:35,644.54,644.54,644.54,644.54,0,
44,20201224  07:40,644.2,643.27,644.2,643.27,32,
45,20201224  07:45,643.2,643.05,643.2,642.85,42,
46,20201224  07:50,643.16,644.0,644.0,643.16,20,
47,20201224  07:55,643.77,644.25,644.37,643.76,14,
48,20201224  08:00,644.34,643.51,645.0,642.7,79,
49,20201224  08:05,643.47,644.25,644.25,643.26,87,
50,20201224  08:10,644.25,644.6,644.6,644.16,15,
51,20201224  08:15,644.5,644.44,644.56,644.44,5,
52,20201224  08:20,644.2,643.88,644.2,643.55,8,
53,20201224  08:25,643.88,644.1,644.1,643.88,10,
54,20201224  08:30,644.1,644.0,644.1,644.0,15,
55,20201224  08:35,643.5,643.03,643.99,642.75,33,
56,20201224  08:40,643.1,642.9,643.1,642.9,19,
57,20201224  08:45,643.1,643.1,643.1,642.55,88,
58,20201224  08:50,643.45,643.11,643.45,643.0,4,
59,20201224  08:55,643.06,642.6,643.3,642.6,18,
60,20201224  09:00,642.6,642.3,642.6,642.0,23,
61,20201224  09:05,642.4,642.63,642.63,642.06,26,
62,20201224  09:10,642.51,642.98,642.98,642.51,14,
63,20201224  09:15,642.95,643.65,643.65,642.95,17,
64,20201224  09:20,643.88,644.05,645.0,643.68,78,
65,20201224  09:25,644.0,642.99,644.0,642.97,45,
66,20201224  09:30,642.99,642.52,647.87,641.0,5288,
67,20201224  09:35,642.44,646.2,648.8,641.6,4428,
68,20201224  09:40,646.42,644.93,646.51,643.0,3631,
69,20201224  09:45,645.13,648.35,648.49,644.0,3313,
70,20201224  09:50,648.32,650.25,652.22,648.23,6840,
71,20201224  09:55,650.01,649.71,651.66,648.3,3231,
72,20201224  10:00,649.59,653.19,654.55,649.5,5320,
73,20201224  10:05,653.21,657.02,658.0,651.61,7087,
74,20201224  10:10,657.07,656.79,659.73,656.12,6201,
75,20201224  10:15,656.66,657.11,657.44,655.26,3701,
76,20201224  10:20,657.09,656.5,658.88,655.57,3524,
77,20201224  10:25,656.57,657.35,658.93,656.28,2913,
78,20201224  10:30,657.34,661.67,661.69,657.28,6711,
79,20201224  10:35,661.65,664.46,664.94,660.49,6131,
80,20201224  10:40,664.46,662.91,665.0,662.67,4210,
81,20201224  10:45,662.93,664.06,664.5,662.34,3344,
82,20201224  10:50,663.96,662.29,665.24,661.1,5472,
83,20201224  10:55,662.25,660.67,662.8,660.4,2566,
84,20201224  11:00,660.69,661.24,662.13,660.51,1721,
85,20201224  11:05,661.04,659.71,661.04,657.64,3275,
86,20201224  11:10,659.81,661.61,662.98,658.84,2953,
87,20201224  11:15,661.79,662.78,663.7,661.75,2294,
88,20201224  11:20,662.69,662.57,663.63,662.41,1718,
89,20201224  11:25,662.65,662.9,663.41,662.54,1089,
90,20201224  11:30,663.0,661.65,663.24,661.6,1145,
91,20201224  11:35,661.67,663.66,663.82,661.5,1515,
92,20201224  11:40,663.79,662.85,665.65,662.71,5892,
93,20201224  11:45,662.88,664.49,664.69,662.8,2455,
94,20201224  11:50,664.49,665.05,665.72,663.96,3171,
95,20201224  11:55,665.11,665.8,666.01,663.81,3501,
96,20201224  12:00,665.79,662.07,666.09,661.94,3456,
97,20201224  12:05,662.26,661.51,662.48,660.11,3999,
98,20201224  12:10,661.58,663.69,664.46,661.52,2734,
99,20201224  12:15,663.6,661.36,663.71,661.0,1791,
100,20201224  12:20,661.13,661.51,662.25,660.0,2727,
101,20201224  12:25,661.5,662.88,662.93,660.47,2047,
102,20201224  12:30,662.89,662.17,663.2,661.73,1921,
103,20201224  12:35,662.05,660.32,662.11,659.93,2453,
104,20201224  12:40,660.45,659.06,660.46,659.0,2540,
105,20201224  12:45,659.05,661.45,661.68,659.0,2792,
106,20201224  12:50,661.59,661.75,662.8,661.57,3057,
107,20201224  12:55,661.75,661.66,662.5,661.36,3809,
108,20201224  13:00,661.66,659.99,661.78,659.98,4638,
109,20201224  13:05,659.9,660.27,660.37,659.7,78,
110,20201224  13:10,660.2,659.99,660.31,659.95,53,
111,20201224  13:15,660.0,659.75,660.0,659.7,58,
112,20201224  13:20,659.94,660.04,660.25,659.85,101,
113,20201224  13:25,660.01,660.4,660.4,659.8,59,
114,20201224  13:30,660.4,660.28,660.48,660.28,17,
115,20201224  13:35,660.0,659.88,660.48,659.75,19,
116,20201224  13:40,659.94,659.99,659.99,659.93,15,
117,20201224  13:45,659.83,659.99,659.99,659.83,49,
118,20201224  13:50,659.99,659.99,659.99,659.97,52,
119,20201224  13:55,659.99,659.99,659.99,659.96,29,
120,20201224  14:00,659.99,659.99,659.99,659.97,8,
121,20201224  14:05,659.99,659.98,659.99,659.94,14,
122,20201224  14:10,659.97,659.9,659.99,659.9,18,
123,20201224  14:15,659.99,659.78,659.99,659.78,23,
124,20201224  14:20,659.76,659.91,659.91,659.76,2,
125,20201224  14:25,659.64,659.5,659.87,659.0,40,
126,20201224  14:30,659.57,659.75,659.75,659.57,3,
127,20201224  14:35,659.75,659.3,659.75,659.3,6,
128,20201224  14:40,659.3,659.15,659.3,659.15,5,
129,20201224  14:45,659.13,659.35,659.35,659.0,9,
130,20201224  14:50,659.0,659.1,659.11,659.0,10,
131,20201224  14:55,659.25,659.18,659.25,659.17,9,
132,20201224  15:00,659.35,660.0,660.0,659.35,6,
133,20201224  15:05,659.89,659.7,659.9,659.7,13,
134,20201224  15:10,659.6,659.5,659.6,659.5,10,
135,20201224  15:15,659.5,659.5,659.5,659.5,0,
136,20201224  15:20,659.2,659.15,659.4,659.15,8,
137,20201224  15:25,659.15,659.25,659.25,659.15,15,
138,20201224  15:30,659.48,659.48,659.48,659.47,1,
139,20201224  15:35,659.5,659.5,659.51,659.5,1,
140,20201224  15:40,659.26,659.24,659.27,659.1,13,
141,20201224  15:45,659.5,659.5,659.5,659.49,40,
142,20201224  15:50,659.27,659.2,659.27,659.2,6,
143,20201224  15:55,659.15,659.61,660.0,659.15,34,
144,20201224  16:00,659.61,659.61,659.61,659.61,0,
145,20201224  16:05,659.51,659.5,660.0,659.5,19,
146,20201224  16:10,659.99,659.99,660.0,659.99,6,
147,20201224  16:15,660.0,659.53,660.25,659.53,9,
148,20201224  16:20,659.53,659.53,659.53,659.53,0,
149,20201224  16:25,659.56,659.79,659.79,659.5,8,
150,20201224  16:30,659.79,659.79,659.79,659.79,0,
151,20201224  16:35,660.0,660.01,660.01,660.0,4,
152,20201224  16:40,660.49,660.53,660.53,659.86,16,
153,20201224  16:45,660.53,660.53,660.53,660.53,0,
154,20201224  16:50,660.0,660.0,660.0,660.0,2,
155,20201224  16:55,660.0,660.0,660.0,660.0,1,
156,20201228  04:00,662.0,664.04,665.06,662.0,25,
157,20201228  04:05,664.0,663.0,664.39,663.0,24,
158,20201228  04:10,663.1,662.51,663.1,662.0,12,
159,20201228  04:15,662.97,664.0,664.0,662.94,8,
160,20201228  04:20,663.5,663.5,663.51,663.5,1,
161,20201228  04:25,663.4,663.62,663.62,663.4,2,
162,20201228  04:30,663.55,663.99,663.99,663.51,9,
163,20201228  04:35,663.53,663.84,663.84,663.53,6,
164,20201228  04:40,663.7,663.5,663.75,663.5,18,
165,20201228  04:45,663.2,662.8,663.2,662.8,8,
166,20201228  04:50,663.7,663.8,663.8,663.7,4,
167,20201228  04:55,663.8,664.01,664.1,663.8,6,
168,20201228  05:00,664.45,664.8,664.8,664.45,2,
169,20201228  05:05,664.4,664.75,665.0,664.4,12,
170,20201228  05:10,664.5,664.2,664.5,664.2,3,
171,20201228  05:15,664.2,664.2,664.2,664.2,0,
172,20201228  05:20,663.14,663.14,663.14,663.14,1,
173,20201228  05:25,663.72,663.41,663.72,663.41,2,
174,20201228  05:30,663.5,662.3,663.51,662.3,8,
175,20201228  05:35,662.64,662.64,662.64,662.64,1,
176,20201228  05:40,662.36,662.51,662.51,662.36,8,
177,20201228  05:45,662.51,662.51,662.51,662.51,0,
178,20201228  05:50,662.9,662.99,662.99,662.9,3,
179,20201228  05:55,662.99,662.99,662.99,662.99,0,
180,20201228  06:00,663.89,663.89,663.89,663.89,1,
181,20201228  06:05,664.39,664.52,664.52,664.39,3,
182,20201228  06:10,665.0,666.0,666.38,665.0,25,
183,20201228  06:15,666.0,666.0,666.0,665.0,27,
184,20201228  06:20,666.58,667.48,667.51,666.58,5,
185,20201228  06:25,667.49,667.49,667.49,667.49,2,
186,20201228  06:30,666.01,666.01,666.01,666.01,1,
187,20201228  06:35,666.01,666.0,666.01,666.0,2,
188,20201228  06:40,666.04,666.0,666.23,666.0,5,
189,20201228  06:45,666.0,666.0,666.0,666.0,0,
190,20201228  06:50,666.13,666.12,666.13,666.12,4,
191,20201228  06:55,666.26,665.99,666.26,665.99,5,
192,20201228  07:00,666.0,663.03,666.4,663.0,289,
193,20201228  07:05,663.01,661.6,663.05,661.17,137,
194,20201228  07:10,662.0,662.74,663.6,662.0,131,
195,20201228  07:15,662.47,663.19,663.79,662.46,42,
196,20201228  07:20,663.44,664.7,665.0,663.44,179,
197,20201228  07:25,664.0,664.99,665.34,664.0,84,
198,20201228  07:30,664.99,665.49,665.75,664.7,111,
199,20201228  07:35,665.4,664.5,665.49,664.49,33,
200,20201228  07:40,664.7,664.7,664.75,664.49,14,
201,20201228  07:45,664.5,664.5,664.7,664.0,71,
202,20201228  07:50,664.48,665.0,665.4,664.48,60,
203,20201228  07:55,665.0,665.3,665.3,665.0,8,
204,20201228  08:00,665.0,665.19,665.67,661.07,206,
205,20201228  08:05,665.0,665.43,665.43,665.0,30,
206,20201228  08:10,665.29,665.1,665.29,665.0,29,
207,20201228  08:15,665.2,666.2,666.2,665.0,112,
208,20201228  08:20,666.0,666.7,666.99,665.75,91,
209,20201228  08:25,666.67,669.23,669.3,666.66,234,
210,20201228  08:30,669.07,672.47,672.47,669.0,564,
211,20201228  08:35,672.1,672.54,674.8,671.99,634,
212,20201228  08:40,672.92,673.61,675.0,672.33,350,
213,20201228  08:45,673.5,674.18,676.42,673.5,683,
214,20201228  08:50,674.21,675.56,676.3,674.06,372,
215,20201228  08:55,675.52,674.5,676.0,661.77,1917,
216,20201228  09:00,674.61,674.75,675.51,674.15,217,
217,20201228  09:05,674.74,675.0,675.25,674.0,172,
218,20201228  09:10,674.74,674.72,674.79,673.95,192,
219,20201228  09:15,674.73,674.71,675.0,674.49,126,
220,20201228  09:20,674.7,674.52,675.15,674.52,126,
221,20201228  09:25,674.72,674.4,675.0,674.35,268,
222,20201228  09:30,674.42,676.69,679.3,671.2,13890,
223,20201228  09:35,676.95,675.4,677.4,673.05,6920,
224,20201228  09:40,675.54,677.42,681.4,675.26,10118,
225,20201228  09:45,677.25,677.7,679.35,676.33,4939,
226,20201228  09:50,677.29,673.85,677.3,672.6,6150,
227,20201228  09:55,673.7,674.44,675.65,672.0,5131,
228,20201228  10:00,674.28,676.84,677.91,674.28,5492,
229,20201228  10:05,676.57,669.86,676.7,668.56,7257,
230,20201228  10:10,669.86,669.31,672.21,669.11,4229,
231,20201228  10:15,669.33,667.98,669.9,665.21,6667,
232,20201228  10:20,667.9,670.87,671.47,667.55,5283,
233,20201228  10:25,670.8,668.51,671.19,667.27,3165,
234,20201228  10:30,668.65,669.44,672.5,668.64,4778,
235,20201228  10:35,669.36,664.5,670.0,664.0,3935,
236,20201228  10:40,664.42,663.85,664.98,662.12,5380,
237,20201228  10:45,663.88,663.95,664.93,660.8,5144,
238,20201228  10:50,664.05,665.49,665.81,663.24,3698,
239,20201228  10:55,665.5,665.2,666.44,664.16,2524,
240,20201228  11:00,665.0,667.62,668.62,664.82,3527,
241,20201228  11:05,667.53,669.91,669.99,667.41,3273,
242,20201228  11:10,669.94,669.63,670.09,668.25,2174,
243,20201228  11:15,669.6,668.25,670.21,667.6,1967,
244,20201228  11:20,668.27,669.33,669.8,667.7,1699,
245,20201228  11:25,669.28,671.58,672.17,669.27,3043,
246,20201228  11:30,671.49,671.75,673.4,671.11,2770,
247,20201228  11:35,671.84,672.14,673.55,671.78,2598,
248,20201228  11:40,672.21,671.06,672.88,670.69,1384,
249,20201228  11:45,671.11,669.83,671.66,669.61,1587,
250,20201228  11:50,669.85,670.33,670.94,669.56,1469,
251,20201228  11:55,670.22,668.7,670.83,668.54,1476,
252,20201228  12:00,668.7,669.08,669.79,668.4,1424,
253,20201228  12:05,669.1,666.78,669.33,666.11,2247,
254,20201228  12:10,666.7,666.92,667.11,665.31,2315,
255,20201228  12:15,666.92,665.63,667.75,665.46,2037,
256,20201228  12:20,665.71,667.93,668.25,665.08,2314,
257,20201228  12:25,667.88,668.01,668.88,667.5,2083,
258,20201228  12:30,667.98,668.22,668.8,667.29,1127,
259,20201228  12:35,668.23,666.91,668.5,666.3,1002,
260,20201228  12:40,667.07,667.75,668.0,666.83,976,
261,20201228  12:45,667.81,666.41,667.95,666.27,1309,
262,20201228  12:50,666.36,667.2,667.57,665.95,1222,
263,20201228  12:55,667.33,668.86,669.25,666.66,2330,
264,20201228  13:00,668.85,669.1,669.7,668.12,1916,
265,20201228  13:05,669.11,671.0,671.25,668.87,2559,
266,20201228  13:10,670.84,669.35,671.45,668.85,1791,
267,20201228  13:15,669.41,669.12,669.97,668.81,1036,
268,20201228  13:20,669.14,670.52,670.8,669.1,1279,
269,20201228  13:25,670.51,668.93,670.62,668.58,1270,
270,20201228  13:30,668.78,668.7,669.28,668.52,868,
271,20201228  13:35,668.81,668.15,669.66,667.7,842,
272,20201228  13:40,668.11,668.62,669.1,668.0,784,
273,20201228  13:45,668.55,668.09,668.61,667.57,843,
274,20201228  13:50,668.01,667.15,668.01,666.95,1178,
275,20201228  13:55,667.12,666.78,668.22,666.38,1505,
276,20201228  14:00,666.76,667.67,667.97,666.76,1207,
277,20201228  14:05,667.68,667.9,668.28,667.38,805,
278,20201228  14:10,667.88,669.28,669.3,667.88,1182,
279,20201228  14:15,669.18,668.34,669.45,668.22,1047,
280,20201228  14:20,668.42,667.91,668.74,667.09,662,
281,20201228  14:25,667.8,668.1,668.16,667.29,547,
282,20201228  14:30,668.11,668.59,668.8,667.96,888,
283,20201228  14:35,668.49,668.3,668.56,667.8,571,
284,20201228  14:40,668.31,668.06,669.14,667.83,981,
285,20201228  14:45,667.92,667.79,668.04,667.26,857,
286,20201228  14:50,667.79,667.5,668.48,667.41,765,
287,20201228  14:55,667.5,667.34,667.81,667.27,565,
288,20201228  15:00,667.32,667.78,668.07,667.08,733,
289,20201228  15:05,667.79,667.82,668.13,667.37,823,
290,20201228  15:10,667.91,666.96,667.91,666.29,1790,
291,20201228  15:15,667.02,666.64,667.38,666.38,1181,
292,20201228  15:20,666.51,666.95,667.09,665.75,1363,
293,20201228  15:25,666.95,666.69,667.42,666.31,1124,
294,20201228  15:30,666.82,666.75,667.23,666.3,1183,
295,20201228  15:35,666.79,667.01,667.15,666.13,1156,
296,20201228  15:40,666.9,666.95,668.04,666.4,1874,
297,20201228  15:45,667.03,665.5,667.03,664.92,3250,
298,20201228  15:50,665.38,663.0,666.39,662.99,3482,
299,20201228  15:55,663.01,663.77,664.34,662.27,5062,
300,20201228  16:00,663.14,663.6,664.0,663.0,10366,
301,20201228  16:05,663.56,662.5,663.56,662.0,96,
302,20201228  16:10,662.5,662.1,662.5,661.9,94,
303,20201228  16:15,662.25,663.13,663.3,662.1,68,
304,20201228  16:20,663.3,663.05,663.9,662.91,88,
305,20201228  16:25,663.63,662.5,663.63,662.49,40,
306,20201228  16:30,662.5,662.5,663.69,662.3,46,
307,20201228  16:35,663.0,663.3,663.51,663.0,16,
308,20201228  16:40,663.63,663.5,663.98,663.5,72,
309,20201228  16:45,663.23,663.0,663.23,662.76,17,
310,20201228  16:50,662.98,663.25,663.69,662.98,37,
311,20201228  16:55,663.44,663.02,663.45,663.0,28,
312,20201228  17:00,663.02,662.98,663.15,662.81,28,
313,20201228  17:05,662.82,662.32,662.89,662.32,41,
314,20201228  17:10,663.69,662.86,663.69,662.49,196,
315,20201228  17:15,662.76,662.8,662.8,662.61,13,
316,20201228  17:20,662.61,662.52,662.8,662.45,65,
317,20201228  17:25,662.55,662.73,662.75,662.49,19,
318,20201228  17:30,662.5,662.5,662.5,662.49,6,
319,20201228  17:35,662.54,662.5,662.67,662.49,13,
320,20201228  17:40,662.37,662.45,662.45,662.37,3,
321,20201228  17:45,662.48,661.8,662.48,661.75,139,
322,20201228  17:50,661.54,661.5,661.99,661.5,34,
323,20201228  17:55,661.8,661.5,661.8,661.27,23,
324,20201228  18:00,661.3,661.71,661.71,661.1,50,
325,20201228  18:05,661.71,661.77,661.77,661.4,29,
326,20201228  18:10,661.7,662.0,662.0,661.7,4,
327,20201228  18:15,662.1,662.4,662.49,662.05,57,
328,20201228  18:20,662.18,662.4,662.4,662.18,17,
329,20201228  18:25,662.34,662.49,662.5,662.3,44,
330,20201228  18:30,662.36,662.25,662.4,662.25,20,
331,20201228  18:35,662.06,662.1,662.35,662.05,20,
332,20201228  18:40,662.2,662.16,662.35,662.16,4,
333,20201228  18:45,662.28,662.3,662.3,662.28,4,
334,20201228  18:50,662.25,662.3,662.3,662.25,9,
335,20201228  18:55,662.3,662.3,662.3,662.3,0,
336,20201228  19:00,662.25,662.1,662.36,662.1,64,
337,20201228  19:05,662.3,662.27,662.3,662.25,7,
338,20201228  19:10,662.2,662.36,662.36,662.2,2,
339,20201228  19:15,662.36,662.0,662.36,662.0,37,
340,20201228  19:20,661.9,662.25,662.3,661.7,58,
341,20201228  19:25,662.02,662.1,662.36,662.0,17,
342,20201228  19:30,662.35,662.46,662.46,662.0,29,
343,20201228  19:35,662.46,662.45,662.49,662.34,40,
344,20201228  19:40,662.3,662.24,662.5,662.0,105,
345,20201228  19:45,662.1,660.5,662.1,660.49,85,
346,20201228  19:50,660.31,660.08,660.98,660.0,220,
347,20201228  19:55,660.08,660.0,660.3,659.7,233,
348,20201229  04:00,665.0,663.0,665.0,663.0,16,
349,20201229  04:05,664.37,666.0,666.0,664.37,15,
350,20201229  04:10,666.26,666.66,666.66,666.25,5,
351,20201229  04:15,666.66,666.66,666.66,666.66,2,
352,20201229  04:20,667.0,667.0,667.0,667.0,2,
353,20201229  04:25,667.0,667.0,667.0,667.0,0,
354,20201229  04:30,667.96,667.65,667.96,667.65,2,
355,20201229  04:35,667.65,667.65,667.65,667.65,0,
356,20201229  04:40,667.38,667.38,667.38,667.37,1,
357,20201229  04:45,666.66,666.66,666.66,666.66,1,
358,20201229  04:50,666.66,666.66,666.66,666.66,0,
359,20201229  04:55,666.66,666.66,666.66,666.66,0,
360,20201229  05:00,666.66,666.66,666.66,666.66,0,
361,20201229  05:05,666.66,666.66,666.66,666.66,0,
362,20201229  05:10,666.66,666.66,666.66,666.66,0,
363,20201229  05:15,666.66,666.66,666.66,666.66,0,
364,20201229  05:20,666.66,666.66,666.66,666.66,0,
365,20201229  05:25,666.5,666.5,666.5,666.49,1,
366,20201229  05:30,665.1,665.1,665.1,665.1,2,
367,20201229  05:35,665.1,665.1,665.1,665.1,0,
368,20201229  05:40,665.1,665.1,665.1,665.1,0,
369,20201229  05:45,665.0,665.0,665.0,665.0,1,
370,20201229  05:50,665.01,665.05,665.05,665.0,12,
371,20201229  05:55,665.06,664.5,665.06,664.49,4,
372,20201229  06:00,664.59,664.59,664.59,664.59,1,
373,20201229  06:05,664.59,664.59,664.59,664.59,0,
374,20201229  06:10,664.59,664.59,664.59,664.59,0,
375,20201229  06:15,665.15,665.15,665.15,665.15,2,
376,20201229  06:20,664.5,664.4,664.5,664.0,14,
377,20201229  06:25,664.4,664.4,664.4,664.4,0,
378,20201229  06:30,664.4,664.4,664.4,664.4,0,
379,20201229  06:35,664.4,664.4,664.4,664.4,0,
380,20201229  06:40,664.25,663.73,664.25,663.73,14,
381,20201229  06:45,663.05,662.0,663.05,662.0,10,
382,20201229  06:50,662.0,662.0,662.0,662.0,3,
383,20201229  06:55,662.0,662.0,662.0,662.0,15,
384,20201229  07:00,662.25,665.0,665.08,661.5,203,
385,20201229  07:05,664.11,663.18,665.11,663.18,226,
386,20201229  07:10,663.43,663.95,664.3,663.17,46,
387,20201229  07:15,663.78,662.0,663.78,662.0,116,
388,20201229  07:20,662.0,662.84,662.88,662.0,32,
389,20201229  07:25,662.5,661.98,662.51,661.7,37,
390,20201229  07:30,661.96,660.96,661.98,660.49,88,
391,20201229  07:35,660.54,660.5,661.21,660.49,61,
392,20201229  07:40,660.51,658.19,660.51,656.29,336,
393,20201229  07:45,658.49,658.2,658.85,657.0,70,
394,20201229  07:50,658.0,660.69,661.0,658.0,208,
395,20201229  07:55,660.5,660.0,660.69,660.0,120,
396,20201229  08:00,664.53,660.03,665.75,656.2,369,
397,20201229  08:05,660.0,660.01,661.0,659.99,47,
398,20201229  08:10,660.6,661.26,661.51,660.49,29,
399,20201229  08:15,661.5,660.75,661.51,660.75,32,
400,20201229  08:20,660.8,660.5,660.8,660.49,9,
401,20201229  08:25,660.7,660.6,660.85,660.44,12,
402,20201229  08:30,660.46,660.1,660.86,660.1,9,
403,20201229  08:35,660.11,659.49,660.6,659.49,119,
404,20201229  08:40,659.5,659.69,663.69,659.02,297,
405,20201229  08:45,659.69,660.5,660.5,659.5,65,
406,20201229  08:50,659.85,660.0,660.0,659.85,9,
407,20201229  08:55,660.45,660.13,660.45,660.12,6,
408,20201229  09:00,660.15,661.3,661.51,660.1,50,
409,20201229  09:05,661.5,661.5,662.0,661.25,79,
410,20201229  09:10,661.65,661.0,661.75,660.75,106,
411,20201229  09:15,661.0,661.3,661.52,661.0,39,
412,20201229  09:20,661.77,661.6,662.0,661.3,86,
413,20201229  09:25,661.55,661.02,661.69,661.02,51,
414,20201229  09:30,661.02,663.08,664.76,657.46,6595,
415,20201229  09:35,663.25,662.0,664.34,657.87,4375,
416,20201229  09:40,662.18,665.96,666.66,661.11,5756,
417,20201229  09:45,666.01,667.33,669.9,666.0,5565,
418,20201229  09:50,667.2,664.79,667.97,664.19,3458,
419,20201229  09:55,664.89,662.25,665.95,661.7,4129,
420,20201229  10:00,662.38,661.22,663.75,659.0,4093,
421,20201229  10:05,661.35,660.0,662.2,657.65,3570,
422,20201229  10:10,659.86,656.06,660.29,655.0,4552,
423,20201229  10:15,656.33,658.01,659.15,656.33,4230,
424,20201229  10:20,657.91,659.78,661.0,657.82,3066,
425,20201229  10:25,659.8,660.24,660.8,658.32,2357,
426,20201229  10:30,660.25,659.67,661.63,659.67,2371,
427,20201229  10:35,659.87,661.88,663.6,659.08,3113,
428,20201229  10:40,662.11,663.75,664.65,662.1,2959,
429,20201229  10:45,663.71,663.88,664.27,662.22,2284,
430,20201229  10:50,664.11,661.93,664.17,661.08,2063,
431,20201229  10:55,661.93,664.89,665.37,661.76,2480,
432,20201229  11:00,664.8,663.01,665.49,662.78,2133,
433,20201229  11:05,663.01,663.5,663.99,662.65,1027,
434,20201229  11:10,663.79,662.86,664.09,662.01,1120,
435,20201229  11:15,662.83,660.9,662.97,659.89,2176,
436,20201229  11:20,660.95,660.02,661.49,659.4,1638,
437,20201229  11:25,659.89,661.19,661.25,659.0,1468,
438,20201229  11:30,661.22,662.09,662.32,660.72,969,
439,20201229  11:35,662.19,663.19,663.26,661.39,1363,
440,20201229  11:40,663.0,662.47,663.6,662.12,1094,
441,20201229  11:45,662.47,661.97,662.75,661.55,869,
442,20201229  11:50,661.99,660.8,662.5,660.55,840,
443,20201229  11:55,660.83,661.81,661.84,660.25,832,
444,20201229  12:00,661.67,660.43,661.84,660.34,712,
445,20201229  12:05,660.46,660.49,661.0,659.4,1610,
446,20201229  12:10,660.64,659.24,660.84,658.65,2145,
447,20201229  12:15,659.34,658.68,660.0,658.2,1394,
448,20201229  12:20,658.47,658.5,659.22,658.1,1155,
449,20201229  12:25,658.58,658.99,659.24,657.56,1707,
450,20201229  12:30,658.67,659.7,660.2,658.0,1193,
451,20201229  12:35,659.72,659.79,660.79,659.5,1175,
452,20201229  12:40,659.84,661.4,661.49,659.5,1054,
453,20201229  12:45,661.41,660.81,661.46,660.21,918,
454,20201229  12:50,660.52,660.75,660.87,660.0,700,
455,20201229  12:55,660.75,662.66,662.75,660.59,1517,
456,20201229  13:00,662.7,664.02,665.0,662.46,2998,
457,20201229  13:05,664.12,664.2,664.5,663.16,1525,
458,20201229  13:10,664.14,663.79,664.25,663.23,767,
459,20201229  13:15,663.77,663.76,664.39,663.27,963,
460,20201229  13:20,663.8,663.82,664.0,663.4,447,
461,20201229  13:25,663.96,666.1,666.37,663.53,2564,
462,20201229  13:30,665.99,664.2,666.24,663.93,1224,
463,20201229  13:35,664.23,664.04,665.11,663.56,900,
464,20201229  13:40,663.97,664.23,664.3,663.0,953,
465,20201229  13:45,664.24,664.22,664.62,663.5,538,
466,20201229  13:50,664.3,665.19,665.4,664.23,1096,
467,20201229  13:55,665.12,665.75,665.84,664.91,746,
468,20201229  14:00,665.73,664.86,665.75,664.18,819,
469,20201229  14:05,664.9,664.08,665.06,663.75,692,
470,20201229  14:10,664.17,663.06,664.25,662.7,959,
471,20201229  14:15,663.0,663.51,664.14,662.94,638,
472,20201229  14:20,663.48,662.78,663.48,662.49,543,
473,20201229  14:25,662.89,663.03,663.51,662.24,535,
474,20201229  14:30,663.24,663.82,664.0,663.0,633,
475,20201229  14:35,663.67,662.85,663.88,661.85,896,
