,datetime,open,close,high,low,volume,openinterest
3076,20210120  07:25,854.79,854.8,854.99,854.7,179,
3077,20210120  07:30,854.63,854.7,854.9,854.38,57,
3078,20210120  07:35,854.87,854.1,854.92,854.09,81,
3079,20210120  07:40,854.22,853.76,854.87,853.55,106,
3080,20210120  07:45,853.76,854.7,854.7,853.55,31,
3081,20210120  07:50,854.76,856.88,857.15,854.74,264,
3082,20210120  07:55,857.0,857.42,857.6,857.0,87,
3083,20210120  08:00,853.0,857.2,857.75,851.49,450,
3084,20210120  08:05,857.21,856.11,857.65,856.11,211,
3085,20210120  08:10,856.11,856.9,857.0,855.77,75,
3086,20210120  08:15,857.0,857.25,857.33,856.8,64,
3087,20210120  08:20,857.29,857.21,858.0,856.99,168,
3088,20210120  08:25,857.2,857.25,857.63,857.2,71,
3089,20210120  08:30,857.25,857.49,857.75,857.25,43,
3090,20210120  08:35,857.35,856.98,857.43,856.8,130,
3091,20210120  08:40,857.0,856.37,857.0,855.26,133,
3092,20210120  08:45,856.25,857.55,857.55,856.22,76,
3093,20210120  08:50,857.5,857.31,857.6,857.14,38,
3094,20210120  08:55,857.26,857.45,857.49,856.7,98,
3095,20210120  09:00,857.13,856.58,857.4,856.0,97,
3096,20210120  09:05,856.69,857.0,857.11,855.84,94,
3097,20210120  09:10,857.25,858.39,858.39,857.25,160,
3098,20210120  09:15,858.72,858.69,859.36,858.02,185,
3099,20210120  09:20,858.67,859.48,859.58,858.2,214,
3100,20210120  09:25,859.15,858.75,860.18,858.12,301,
3101,20210120  09:30,858.74,853.02,859.51,852.68,9200,
3102,20210120  09:35,853.0,855.03,855.64,851.53,4232,
3103,20210120  09:40,855.3,855.18,857.6,853.42,3883,
3104,20210120  09:45,855.13,850.66,856.18,849.05,4073,
3105,20210120  09:50,850.66,849.11,852.17,847.3,4055,
3106,20210120  09:55,849.39,850.64,852.63,849.11,2721,
3107,20210120  10:00,850.74,848.16,851.3,845.8,2932,
3108,20210120  10:05,848.45,851.75,852.75,847.98,2990,
3109,20210120  10:10,851.78,849.56,853.25,849.26,2845,
3110,20210120  10:15,849.63,845.52,849.63,845.51,3422,
3111,20210120  10:20,845.5,848.09,848.74,844.38,3606,
3112,20210120  10:25,848.01,849.38,850.1,847.52,1952,
3113,20210120  10:30,849.48,848.48,850.5,848.0,1456,
3114,20210120  10:35,848.7,845.7,849.48,845.02,1856,
3115,20210120  10:40,845.67,845.54,846.98,844.22,2438,
3116,20210120  10:45,845.51,844.59,847.04,844.11,2401,
3117,20210120  10:50,844.55,840.83,844.6,839.39,5447,
3118,20210120  10:55,841.25,839.35,841.65,837.28,3503,
3119,20210120  11:00,839.48,840.29,842.5,838.69,2774,
3120,20210120  11:05,840.1,840.93,841.42,838.43,1500,
3121,20210120  11:10,840.89,841.86,842.0,839.37,1528,
3122,20210120  11:15,841.73,844.75,844.83,841.24,2439,
3123,20210120  11:20,844.75,844.73,846.0,843.75,1973,
3124,20210120  11:25,844.84,846.22,846.8,843.02,2299,
3125,20210120  11:30,846.37,845.53,847.51,845.1,1862,
3126,20210120  11:35,845.53,845.63,846.84,844.14,1320,
3127,20210120  11:40,845.67,849.51,849.79,845.67,2748,
3128,20210120  11:45,849.5,849.23,850.1,848.49,1994,
3129,20210120  11:50,849.1,848.1,849.49,848.0,1260,
3130,20210120  11:55,848.18,848.69,849.4,847.6,1132,
3131,20210120  12:00,848.84,847.98,849.66,847.6,1040,
3132,20210120  12:05,847.73,848.51,849.12,847.28,908,
3133,20210120  12:10,848.58,847.34,848.97,847.25,637,
3134,20210120  12:15,847.31,847.11,847.46,846.4,947,
3135,20210120  12:20,847.25,845.59,847.75,845.01,1540,
3136,20210120  12:25,845.6,846.53,847.07,845.6,971,
3137,20210120  12:30,846.56,849.37,849.51,846.56,1537,
3138,20210120  12:35,849.32,849.47,850.1,848.38,1868,
3139,20210120  12:40,849.41,849.59,850.5,848.96,1992,
3140,20210120  12:45,849.5,849.27,850.5,848.76,1516,
3141,20210120  12:50,849.11,847.3,849.51,846.73,1320,
3142,20210120  12:55,847.4,849.91,850.0,847.4,1642,
3143,20210120  13:00,849.95,848.02,850.16,847.59,843,
3144,20210120  13:05,847.99,848.8,848.88,847.77,397,
3145,20210120  13:10,848.81,849.38,849.48,848.58,508,
3146,20210120  13:15,849.34,849.94,850.0,849.27,929,
3147,20210120  13:20,849.95,848.86,850.0,848.36,1050,
3148,20210120  13:25,848.87,846.4,849.0,845.8,1543,
3149,20210120  13:30,846.5,847.08,847.45,846.33,631,
3150,20210120  13:35,847.12,847.33,848.16,846.67,746,
3151,20210120  13:40,847.13,847.21,847.61,846.37,599,
3152,20210120  13:45,847.3,848.88,849.34,846.82,1139,
3153,20210120  13:50,848.78,849.78,850.0,848.41,868,
3154,20210120  13:55,849.78,851.44,851.75,849.5,1798,
3155,20210120  14:00,851.47,852.93,853.25,851.37,2096,
3156,20210120  14:05,852.93,851.87,853.0,851.54,1334,
3157,20210120  14:10,851.8,851.23,851.8,850.1,1427,
3158,20210120  14:15,851.23,852.7,853.11,851.22,1283,
3159,20210120  14:20,852.7,853.4,854.41,852.2,1518,
3160,20210120  14:25,853.73,854.12,854.53,853.25,1551,
3161,20210120  14:30,854.23,853.94,854.32,852.53,1021,
3162,20210120  14:35,853.94,853.95,854.44,852.97,1143,
3163,20210120  14:40,853.8,852.86,853.93,852.4,965,
3164,20210120  14:45,852.88,853.03,853.75,852.67,844,
3165,20210120  14:50,853.24,852.86,853.39,852.41,585,
3166,20210120  14:55,852.8,855.47,855.89,852.71,2502,
3167,20210120  15:00,855.43,854.45,856.0,854.2,1362,
3168,20210120  15:05,854.56,854.98,855.39,853.7,1014,
3169,20210120  15:10,854.86,854.99,855.54,854.35,792,
3170,20210120  15:15,854.95,854.54,855.3,853.0,1084,
3171,20210120  15:20,854.6,853.49,855.0,853.25,1058,
3172,20210120  15:25,853.48,851.4,853.99,851.1,1416,
3173,20210120  15:30,851.3,851.55,852.83,850.74,900,
3174,20210120  15:35,851.56,849.25,851.6,849.03,1867,
3175,20210120  15:40,849.25,851.58,851.87,848.5,1283,
3176,20210120  15:45,851.66,851.23,852.0,851.0,804,
3177,20210120  15:50,851.32,851.72,852.0,850.01,1697,
3178,20210120  15:55,851.81,850.65,852.1,850.29,2600,
3179,20210120  16:00,850.45,849.9,851.95,849.13,7599,
3180,20210120  16:05,849.37,850.45,851.0,849.37,37,
3181,20210120  16:10,850.75,850.5,850.75,850.28,5,
3182,20210120  16:15,850.95,851.3,851.3,850.62,55,
3183,20210120  16:20,851.3,851.66,851.7,851.0,17,
3184,20210120  16:25,851.48,850.8,851.51,850.8,54,
3185,20210120  16:30,851.1,850.54,851.1,850.54,8,
3186,20210120  16:35,851.1,850.45,851.1,850.45,42,
3187,20210120  16:40,851.0,851.2,851.2,850.45,35,
3188,20210120  16:45,851.2,850.77,851.2,850.77,8,
3189,20210120  16:50,850.68,851.0,851.0,850.68,9,
3190,20210120  16:55,850.68,850.9,851.17,850.68,14,
3191,20210120  17:00,850.45,850.9,850.9,850.45,5699,
3192,20210120  17:05,851.14,850.99,851.14,850.9,5,
3193,20210120  17:10,850.75,850.94,850.96,850.75,6,
3194,20210120  17:15,850.75,850.79,850.79,850.65,3,
3195,20210120  17:20,850.61,850.78,850.84,850.49,12,
3196,20210120  17:25,850.52,850.25,850.52,850.25,15,
3197,20210120  17:30,850.5,850.32,850.79,850.32,20,
3198,20210120  17:35,850.5,850.51,850.51,850.49,5,
3199,20210120  17:40,850.53,850.77,850.77,850.53,10,
3200,20210120  17:45,850.56,850.45,850.75,850.45,14,
3201,20210120  17:50,850.25,850.25,850.73,850.25,15,
3202,20210120  17:55,850.25,849.5,850.25,849.03,115,
3203,20210120  18:00,849.35,849.3,849.54,849.2,9,
3204,20210120  18:05,849.3,849.94,849.94,849.3,7,
3205,20210120  18:10,850.0,850.0,850.0,850.0,1,
3206,20210120  18:15,850.11,850.4,850.45,850.11,4,
3207,20210120  18:20,850.23,850.45,850.45,850.23,2,
3208,20210120  18:25,850.74,850.75,850.75,850.74,2,
3209,20210120  18:30,850.75,850.74,850.75,850.74,3,
3210,20210120  18:35,850.85,850.6,850.85,850.6,9,
3211,20210120  18:40,850.94,850.75,850.94,850.75,2,
3212,20210120  18:45,850.99,851.0,851.0,850.98,22,
3213,20210120  18:50,850.8,851.06,851.11,850.8,13,
3214,20210120  18:55,851.08,851.5,851.51,851.08,31,
3215,20210120  19:00,851.86,851.48,851.86,851.25,27,
3216,20210120  19:05,851.33,851.33,851.33,851.33,3,
3217,20210120  19:10,851.25,851.25,851.25,851.25,2,
3218,20210120  19:15,851.29,851.29,851.29,851.03,7,
3219,20210120  19:20,851.23,851.25,851.37,851.12,23,
3220,20210120  19:25,851.15,851.29,851.29,851.15,5,
3221,20210120  19:30,851.22,851.15,851.22,851.15,7,
3222,20210120  19:35,851.3,850.96,851.79,850.96,40,
3223,20210120  19:40,850.98,850.9,851.02,850.9,4,
3224,20210120  19:45,850.99,851.0,851.06,850.88,55,
3225,20210120  19:50,851.0,851.5,851.51,851.0,45,
3226,20210120  19:55,851.79,851.87,852.0,851.68,87,
3227,20210121  04:00,858.0,855.4,858.99,853.56,71,
3228,20210121  04:05,855.0,855.06,855.84,854.81,8,
3229,20210121  04:10,854.39,856.92,857.64,854.39,53,
3230,20210121  04:15,856.92,856.92,856.92,856.92,0,
3231,20210121  04:20,856.21,856.21,856.21,856.21,1,
3232,20210121  04:25,855.73,855.73,855.73,855.73,1,
3233,20210121  04:30,855.73,855.73,855.73,855.73,0,
3234,20210121  04:35,855.73,855.73,855.73,855.73,0,
3235,20210121  04:40,855.0,855.0,855.0,855.0,3,
3236,20210121  04:45,855.0,855.5,855.51,855.0,5,
3237,20210121  04:50,855.5,855.5,855.5,855.5,0,
3238,20210121  04:55,855.4,855.4,855.4,855.4,3,
3239,20210121  05:00,855.4,855.4,855.4,855.4,0,
3240,20210121  05:05,854.68,854.68,854.68,854.68,2,
3241,20210121  05:10,854.68,854.68,854.68,854.68,0,
3242,20210121  05:15,854.68,854.68,854.68,854.68,0,
3243,20210121  05:20,854.0,853.88,854.0,853.88,14,
3244,20210121  05:25,853.88,853.88,853.88,853.88,2,
3245,20210121  05:30,854.0,854.0,854.0,854.0,3,
3246,20210121  05:35,854.0,854.0,854.0,854.0,0,
3247,20210121  05:40,854.0,854.0,854.0,854.0,0,
3248,20210121  05:45,854.0,854.0,854.0,854.0,0,
3249,20210121  05:50,854.0,854.0,854.0,854.0,0,
3250,20210121  05:55,854.0,854.0,854.0,854.0,0,
3251,20210121  06:00,854.0,854.0,854.0,854.0,0,
3252,20210121  06:05,854.0,854.0,854.0,854.0,0,
3253,20210121  06:10,854.0,853.88,854.0,853.88,2,
3254,20210121  06:15,853.5,853.5,853.51,853.5,1,
3255,20210121  06:20,853.0,853.0,853.0,853.0,1,
3256,20210121  06:25,853.0,853.0,853.0,853.0,0,
3257,20210121  06:30,853.75,853.75,853.75,853.75,1,
3258,20210121  06:35,853.75,853.75,853.75,853.75,0,
3259,20210121  06:40,854.28,854.28,854.28,854.28,1,
3260,20210121  06:45,853.8,853.5,853.8,853.5,3,
3261,20210121  06:50,853.5,853.5,853.5,853.5,0,
3262,20210121  06:55,853.5,853.5,853.5,853.5,0,
3263,20210121  07:00,854.37,856.76,857.0,854.24,156,
3264,20210121  07:05,856.76,856.75,857.57,856.75,336,
3265,20210121  07:10,856.2,855.2,856.58,855.2,29,
3266,20210121  07:15,855.5,855.5,856.15,855.5,34,
3267,20210121  07:20,855.67,856.1,856.1,855.67,21,
3268,20210121  07:25,856.26,856.4,856.71,856.25,30,
3269,20210121  07:30,856.0,855.1,856.0,855.1,44,
3270,20210121  07:35,855.49,855.01,855.51,855.0,30,
3271,20210121  07:40,855.01,855.65,855.65,855.01,8,
3272,20210121  07:45,855.53,855.78,855.78,855.53,10,
3273,20210121  07:50,855.6,853.5,855.88,853.5,120,
3274,20210121  07:55,853.53,854.55,854.55,852.49,57,
3275,20210121  08:00,854.74,855.06,857.51,852.01,241,
3276,20210121  08:05,854.33,854.01,855.51,854.01,27,
3277,20210121  08:10,854.42,855.7,855.99,854.42,67,
3278,20210121  08:15,855.9,855.46,855.9,855.1,19,
3279,20210121  08:20,855.1,855.26,855.48,855.0,57,
3280,20210121  08:25,855.4,855.9,855.9,855.0,41,
3281,20210121  08:30,855.9,856.45,856.5,855.75,81,
3282,20210121  08:35,855.73,855.3,856.45,855.3,41,
3283,20210121  08:40,855.42,855.0,856.0,855.0,82,
3284,20210121  08:45,855.0,854.54,855.03,853.7,86,
3285,20210121  08:50,854.18,852.91,854.36,852.35,194,
3286,20210121  08:55,853.24,853.5,854.0,853.0,81,
3287,20210121  09:00,853.5,852.6,853.7,852.25,126,
3288,20210121  09:05,852.7,851.8,852.7,851.65,154,
3289,20210121  09:10,852.0,852.75,852.98,852.0,75,
3290,20210121  09:15,852.72,853.6,854.0,852.72,174,
3291,20210121  09:20,853.67,853.8,854.03,853.35,41,
3292,20210121  09:25,853.8,854.51,855.0,852.76,118,
3293,20210121  09:30,854.51,846.57,855.72,844.55,8049,
3294,20210121  09:35,846.69,845.52,849.06,843.71,4757,
3295,20210121  09:40,845.42,847.77,849.24,844.49,4035,
3296,20210121  09:45,847.56,845.76,849.82,844.49,3599,
3297,20210121  09:50,845.58,845.94,847.31,844.15,2086,
3298,20210121  09:55,845.89,847.56,848.5,844.86,2683,
3299,20210121  10:00,847.33,847.58,849.15,845.76,2166,
3300,20210121  10:05,847.43,847.38,847.81,845.48,1752,
3301,20210121  10:10,847.53,848.26,849.61,847.2,2386,
3302,20210121  10:15,848.4,847.6,849.13,847.6,1215,
3303,20210121  10:20,847.67,848.0,849.01,847.3,1358,
3304,20210121  10:25,847.81,845.87,848.15,845.4,1771,
3305,20210121  10:30,845.9,844.1,846.63,843.0,3036,
3306,20210121  10:35,844.1,841.79,844.93,841.42,2157,
3307,20210121  10:40,841.7,843.32,844.78,841.51,2066,
3308,20210121  10:45,843.31,845.28,845.83,843.26,1759,
3309,20210121  10:50,845.15,846.35,846.85,844.85,1854,
3310,20210121  10:55,846.39,847.1,847.25,845.82,1585,
3311,20210121  11:00,847.01,849.0,849.51,845.73,2353,
3312,20210121  11:05,849.16,848.93,849.8,848.05,1791,
3313,20210121  11:10,848.9,851.32,851.44,847.64,2164,
3314,20210121  11:15,851.29,851.5,852.4,850.86,2231,
3315,20210121  11:20,851.5,852.21,852.87,850.51,1675,
3316,20210121  11:25,852.38,851.61,852.84,851.06,1206,
3317,20210121  11:30,851.63,850.01,852.35,849.58,1411,
3318,20210121  11:35,850.01,848.91,850.69,847.7,1536,
3319,20210121  11:40,848.85,849.2,849.75,848.44,1086,
3320,20210121  11:45,849.17,850.24,850.66,848.69,1284,
3321,20210121  11:50,850.2,848.77,850.94,848.05,1129,
3322,20210121  11:55,848.6,847.37,849.14,846.29,997,
3323,20210121  12:00,847.6,846.78,848.58,846.77,803,
3324,20210121  12:05,846.7,846.38,847.59,846.05,705,
3325,20210121  12:10,846.43,844.66,846.46,844.6,1583,
3326,20210121  12:15,844.72,844.89,845.25,844.19,1333,
3327,20210121  12:20,844.94,845.0,845.22,844.49,1191,
3328,20210121  12:25,845.04,844.48,845.2,844.3,1147,
3329,20210121  12:30,844.3,846.86,847.2,844.0,1874,
3330,20210121  12:35,846.73,846.97,847.55,846.02,1067,
3331,20210121  12:40,847.09,846.38,847.41,846.01,533,
3332,20210121  12:45,846.44,846.07,846.44,845.25,470,
3333,20210121  12:50,846.02,845.5,846.3,844.89,412,
3334,20210121  12:55,845.41,847.45,847.93,845.16,840,
3335,20210121  13:00,847.45,847.07,847.78,846.8,705,
3336,20210121  13:05,847.38,847.95,848.95,846.75,1099,
3337,20210121  13:10,847.96,846.66,848.08,846.66,774,
3338,20210121  13:15,846.92,846.53,846.96,846.15,406,
3339,20210121  13:20,846.66,847.67,848.13,846.57,801,
3340,20210121  13:25,847.85,847.38,848.1,846.7,379,
3341,20210121  13:30,847.44,848.0,848.18,846.99,743,
3342,20210121  13:35,847.92,847.22,848.13,847.0,455,
3343,20210121  13:40,847.07,846.42,847.15,845.7,903,
3344,20210121  13:45,846.46,845.75,847.0,845.64,593,
3345,20210121  13:50,845.8,845.99,846.8,845.7,707,
3346,20210121  13:55,845.8,845.57,846.28,845.1,1071,
3347,20210121  14:00,845.53,846.36,846.67,845.42,841,
3348,20210121  14:05,846.35,846.05,846.4,845.68,510,
3349,20210121  14:10,846.09,845.16,846.09,845.0,911,
3350,20210121  14:15,845.08,845.62,845.69,844.85,927,
3351,20210121  14:20,845.69,845.3,845.8,844.9,489,
3352,20210121  14:25,845.36,846.29,846.71,845.24,911,
3353,20210121  14:30,846.28,846.66,847.2,846.04,781,
3354,20210121  14:35,846.4,845.38,847.33,844.99,998,
3355,20210121  14:40,845.43,845.62,846.11,845.1,420,
3356,20210121  14:45,845.71,845.54,845.75,844.49,1157,
3357,20210121  14:50,845.42,845.2,845.9,844.55,776,
3358,20210121  14:55,844.94,846.06,846.48,844.71,800,
3359,20210121  15:00,845.95,846.78,846.9,845.52,730,
3360,20210121  15:05,846.89,845.58,847.11,845.44,956,
3361,20210121  15:10,845.63,846.81,846.83,845.47,545,
3362,20210121  15:15,846.84,847.97,848.2,846.52,1605,
3363,20210121  15:20,847.87,846.29,848.01,846.25,1132,
3364,20210121  15:25,846.37,847.41,847.48,845.92,589,
3365,20210121  15:30,847.39,845.29,847.62,845.22,859,
3366,20210121  15:35,845.22,845.11,845.75,844.49,1516,
3367,20210121  15:40,845.09,845.27,845.8,845.0,821,
3368,20210121  15:45,845.07,845.06,846.12,844.49,1102,
3369,20210121  15:50,845.21,844.89,845.26,844.13,2054,
3370,20210121  15:55,844.71,844.97,845.04,844.14,1986,
3371,20210121  16:00,844.99,844.11,847.28,843.5,6143,
3372,20210121  16:05,844.0,843.7,844.3,843.52,37,
3373,20210121  16:10,844.0,843.79,844.2,843.75,22,
3374,20210121  16:15,843.99,843.99,844.99,843.76,8268,
3375,20210121  16:20,844.0,843.78,844.0,843.78,16,
3376,20210121  16:25,843.85,843.8,843.85,843.6,37,
3377,20210121  16:30,843.65,843.55,843.75,843.55,31,
3378,20210121  16:35,843.68,843.9,843.9,843.55,23,
3379,20210121  16:40,843.62,843.85,844.0,843.57,20,
3380,20210121  16:45,843.85,844.0,844.0,843.8,9,
3381,20210121  16:50,844.0,844.0,844.0,843.98,16,
3382,20210121  16:55,843.76,843.83,843.98,843.75,23,
3383,20210121  17:00,843.96,843.48,843.96,843.21,43,
3384,20210121  17:05,843.4,843.05,843.4,843.0,39,
3385,20210121  17:10,843.3,843.88,843.93,843.13,39,
3386,20210121  17:15,843.32,843.0,843.32,843.0,20,
3387,20210121  17:20,843.24,842.77,843.24,842.77,60,
3388,20210121  17:25,842.5,842.32,842.8,842.28,29,
3389,20210121  17:30,842.5,842.2,842.5,842.0,68,
3390,20210121  17:35,842.35,842.8,842.8,842.35,7,
3391,20210121  17:40,842.26,842.78,842.78,842.26,26,
3392,20210121  17:45,842.75,842.51,842.82,842.51,25,
3393,20210121  17:50,842.51,842.58,842.6,842.47,17,
3394,20210121  17:55,844.99,842.56,844.99,842.0,110,
3395,20210121  18:00,842.56,842.36,842.56,842.36,8,
3396,20210121  18:05,842.45,842.15,842.6,842.15,4,
3397,20210121  18:10,842.3,842.25,842.3,842.15,16,
3398,20210121  18:15,842.35,842.4,842.4,842.35,3,
3399,20210121  18:20,842.2,841.97,842.44,841.97,28,
3400,20210121  18:25,842.11,842.2,842.2,842.02,7,
3401,20210121  18:30,842.22,842.2,842.22,842.2,5,
3402,20210121  18:35,842.21,842.4,842.4,842.2,33,
3403,20210121  18:40,842.45,842.52,842.52,842.45,3,
3404,20210121  18:45,842.88,842.88,842.88,842.88,2,
3405,20210121  18:50,842.56,842.7,842.7,842.56,3,
3406,20210121  18:55,842.6,842.75,842.75,842.55,13,
3407,20210121  19:00,842.55,841.5,842.55,841.5,35,
3408,20210121  19:05,841.36,841.41,841.75,841.36,19,
3409,20210121  19:10,841.41,841.41,841.41,841.41,0,
3410,20210121  19:15,841.95,841.97,841.99,841.75,11,
3411,20210121  19:20,841.98,841.6,842.0,841.55,10,
3412,20210121  19:25,841.52,841.56,841.94,841.52,8,
3413,20210121  19:30,841.9,841.94,841.94,841.9,4,
3414,20210121  19:35,841.6,841.32,841.66,841.32,17,
3415,20210121  19:40,841.5,841.03,841.51,841.0,29,
3416,20210121  19:45,841.02,841.04,841.19,841.0,20,
3417,20210121  19:50,841.37,841.29,841.59,841.01,73,
3418,20210121  19:55,841.01,841.99,841.99,841.01,132,
3419,20210122  04:00,840.82,840.88,841.0,839.0,40,
3420,20210122  04:05,840.5,840.56,840.56,840.49,3,
3421,20210122  04:10,840.56,840.56,840.56,840.56,0,
3422,20210122  04:15,839.75,839.75,839.75,839.75,2,
3423,20210122  04:20,839.0,839.5,839.51,839.0,11,
3424,20210122  04:25,839.02,838.1,839.02,838.1,16,
3425,20210122  04:30,835.3,836.59,836.59,835.25,9,
3426,20210122  04:35,836.69,837.54,837.54,836.69,8,
3427,20210122  04:40,838.0,836.0,838.0,835.98,36,
3428,20210122  04:45,835.0,836.79,836.79,834.02,13,
3429,20210122  04:50,835.22,835.11,835.22,835.11,3,
3430,20210122  04:55,835.97,836.0,836.0,835.97,2,
3431,20210122  05:00,836.61,837.0,837.0,836.61,5,
3432,20210122  05:05,836.0,836.36,836.36,836.0,2,
3433,20210122  05:10,836.36,836.36,836.36,836.36,0,
3434,20210122  05:15,836.19,836.19,836.19,836.19,1,
3435,20210122  05:20,836.2,836.05,836.2,836.05,3,
3436,20210122  05:25,836.05,836.05,836.05,836.05,1,
3437,20210122  05:30,836.05,836.05,836.05,836.05,0,
3438,20210122  05:35,837.0,837.0,837.0,837.0,1,
3439,20210122  05:40,837.0,837.0,837.0,837.0,8,
3440,20210122  05:45,837.0,837.0,837.0,837.0,3,
3441,20210122  05:50,836.6,836.8,836.8,836.6,2,
3442,20210122  05:55,836.61,836.61,836.61,836.61,1,
3443,20210122  06:00,836.49,836.5,836.5,836.49,2,
3444,20210122  06:05,836.88,836.56,836.88,836.56,5,
3445,20210122  06:10,836.94,837.8,837.8,836.94,7,
3446,20210122  06:15,837.8,837.8,837.8,837.8,0,
3447,20210122  06:20,837.0,837.0,837.0,837.0,4,
3448,20210122  06:25,836.0,835.0,836.0,835.0,47,
3449,20210122  06:30,835.0,835.0,835.0,834.99,4,
3450,20210122  06:35,834.65,834.65,834.65,834.65,1,
3451,20210122  06:40,834.5,834.5,834.5,834.49,1,
3452,20210122  06:45,835.0,835.0,835.0,834.99,21,
3453,20210122  06:50,835.0,835.0,835.0,835.0,2,
3454,20210122  06:55,835.0,835.0,835.0,835.0,1,
3455,20210122  07:00,836.77,836.0,837.51,835.0,119,
3456,20210122  07:05,836.3,835.8,836.6,835.7,17,
3457,20210122  07:10,835.69,835.0,835.69,834.24,44,
3458,20210122  07:15,835.0,833.35,835.42,833.28,60,
3459,20210122  07:20,833.6,833.5,833.9,832.8,84,
3460,20210122  07:25,833.11,830.53,833.11,830.51,73,
3461,20210122  07:30,830.69,831.55,831.56,830.49,70,
3462,20210122  07:35,831.7,832.99,834.48,831.7,75,
3463,20210122  07:40,832.73,833.3,833.51,832.23,26,
3464,20210122  07:45,833.27,833.5,833.69,833.0,29,
3465,20210122  07:50,833.78,833.75,834.2,833.59,25,
3466,20210122  07:55,833.66,834.3,834.3,833.31,20,
3467,20210122  08:00,837.5,833.64,837.51,831.2,172,
3468,20210122  08:05,833.25,833.26,834.0,832.67,44,
3469,20210122  08:10,833.65,833.2,833.75,833.2,10,
3470,20210122  08:15,833.19,833.0,833.45,832.49,80,
3471,20210122  08:20,833.12,832.37,833.23,832.37,42,
3472,20210122  08:25,832.25,831.0,832.48,831.0,97,
3473,20210122  08:30,831.01,831.36,832.24,831.0,69,
3474,20210122  08:35,831.75,832.2,833.3,831.75,71,
3475,20210122  08:40,832.5,833.1,833.51,832.25,37,
3476,20210122  08:45,833.02,833.06,833.51,833.0,49,
3477,20210122  08:50,833.1,833.0,833.2,832.9,39,
3478,20210122  08:55,833.13,834.2,834.68,833.0,66,
3479,20210122  09:00,834.2,835.47,836.0,833.99,190,
3480,20210122  09:05,835.92,835.5,836.0,835.01,83,
3481,20210122  09:10,835.51,834.6,835.7,834.11,27,
3482,20210122  09:15,834.86,834.13,834.96,834.13,16,
3483,20210122  09:20,834.33,833.17,835.45,833.13,108,
3484,20210122  09:25,833.48,834.23,835.01,833.25,83,
3485,20210122  09:30,834.15,839.41,839.9,833.3,5659,
3486,20210122  09:35,839.34,836.26,840.25,834.51,3695,
3487,20210122  09:40,836.25,835.03,836.49,833.6,2686,
3488,20210122  09:45,835.09,838.83,840.25,835.03,3052,
3489,20210122  09:50,839.11,838.95,841.9,838.0,3120,
3490,20210122  09:55,838.87,838.0,839.21,837.3,1523,
3491,20210122  10:00,838.13,837.06,838.13,836.0,1332,
3492,20210122  10:05,837.22,836.72,838.25,835.8,1869,
3493,20210122  10:10,836.86,836.13,837.0,835.05,1412,
3494,20210122  10:15,836.5,837.6,837.82,835.42,1399,
3495,20210122  10:20,837.43,835.59,837.89,835.5,1377,
3496,20210122  10:25,835.51,832.88,836.0,832.03,2409,
3497,20210122  10:30,833.04,831.55,834.47,831.41,2160,
3498,20210122  10:35,831.5,830.15,832.88,828.62,3499,
3499,20210122  10:40,830.0,832.2,832.81,830.0,2222,
3500,20210122  10:45,832.2,832.97,834.79,831.21,2298,
3501,20210122  10:50,833.0,833.34,834.29,832.7,1158,
3502,20210122  10:55,833.58,834.3,835.22,833.39,1853,
3503,20210122  11:00,834.43,833.17,834.53,832.21,1368,
3504,20210122  11:05,833.37,833.83,833.93,832.75,692,
3505,20210122  11:10,833.98,834.69,835.07,833.9,1316,
3506,20210122  11:15,834.52,834.04,835.1,833.8,1109,
3507,20210122  11:20,834.06,831.7,834.3,831.3,1196,
3508,20210122  11:25,831.84,831.86,832.92,831.1,1015,
3509,20210122  11:30,831.91,832.34,832.63,831.39,594,
3510,20210122  11:35,832.38,834.16,834.87,831.7,1313,
3511,20210122  11:40,833.95,834.43,834.85,833.54,692,
3512,20210122  11:45,834.37,836.58,837.0,834.24,2076,
3513,20210122  11:50,836.69,837.46,838.2,836.01,1762,
3514,20210122  11:55,837.67,836.93,838.55,836.5,1112,
3515,20210122  12:00,836.98,836.67,838.29,836.52,1097,
3516,20210122  12:05,836.7,836.5,837.31,835.57,659,
3517,20210122  12:10,836.5,837.64,837.79,836.25,719,
3518,20210122  12:15,837.6,837.95,838.31,837.05,702,
3519,20210122  12:20,837.79,838.36,839.42,837.74,1049,
3520,20210122  12:25,838.46,836.88,838.88,836.66,857,
3521,20210122  12:30,836.91,836.54,837.0,835.92,987,
3522,20210122  12:35,836.56,835.77,837.1,835.67,1019,
3523,20210122  12:40,835.81,835.59,836.66,835.22,781,
3524,20210122  12:45,835.57,835.27,836.0,834.78,538,
3525,20210122  12:50,835.18,836.42,836.88,835.1,680,
3526,20210122  12:55,836.36,835.44,836.56,834.55,747,
3527,20210122  13:00,835.39,835.63,836.16,835.0,544,
3528,20210122  13:05,835.71,836.12,836.38,835.2,473,
3529,20210122  13:10,835.94,836.85,837.11,835.88,629,
3530,20210122  13:15,836.8,836.69,837.2,836.2,683,
3531,20210122  13:20,836.53,836.71,837.09,836.37,592,
3532,20210122  13:25,836.61,837.8,838.29,836.61,849,
3533,20210122  13:30,837.55,837.63,837.92,837.08,460,
3534,20210122  13:35,837.64,838.02,838.07,837.3,441,
3535,20210122  13:40,838.06,841.0,841.44,837.8,1805,
3536,20210122  13:45,840.9,842.05,843.05,840.89,1912,
